time,roll,pitch,yaw
910,0.0276769693073211,-0.0296196567443651,0.10539046035175481
920,0.0272830567518191,-0.0293124021975544,0.10479286703622215
930,0.0271611481564449,-0.0289967506669561,0.10398485509020139
940,0.027470534162883,-0.0287850212577933,0.10326310762689594
950,0.0282003759818035,-0.0289376533806484,0.10281590291325449
960,0.029261856842502,-0.0294992794032353,0.1025197165009919
970,0.0304678599691521,-0.0302245901874778,0.10230073985638555
980,0.0313487793792948,-0.0308189439617879,0.10220053395095441
990,0.031700097933625,-0.0311813368200982,0.10212116469663401
1000,0.0314482457343416,-0.0312928185289022,0.10211988041790576
1010,0.0307480978658836,-0.0312190226223573,0.10230005460178582
1020,0.0299953341196382,-0.0311222403523076,0.10256084102027074
1030,0.0297310203176699,-0.0311676528804012,0.10273165110520521
1040,0.03013550011252,-0.0314350159708973,0.10292381264395578
1050,0.0310381707351956,-0.031895396342775,0.10337277530053157
1060,0.0321657974064075,-0.0325535050916594,0.10409407167554807
1070,0.0331746614518173,-0.0332201199058651,0.10478428303593468
1080,0.0337259489261919,-0.0336359922324595,0.10528190440652097
1090,0.0337514209978565,-0.0336378737419776,0.10566512288922425
1100,0.0333692466539275,-0.0334471183210883,0.10607428527266638
1110,0.0328461741332488,-0.0333507877170029,0.10648016088237622
1120,0.03258316669906,-0.0334446802219655,0.10683573000033775
1130,0.0330213094716566,-0.0337473111775789,0.10714684148342091
1140,0.0341345329175085,-0.0343532543113156,0.10749101151263041
1150,0.0355516452033221,-0.0352076137555231,0.107876699329716
1160,0.0368557617203129,-0.0361234380567448,0.10839387551783908
1170,0.037594158354491,-0.03677834069366,0.10894154659925182
1180,0.0377192705308958,-0.0369863785779047,0.10931505496015426
1190,0.037348234284343,-0.036806796445996,0.10952170836857666
1200,0.0366764058009776,-0.0364843807907937,0.10969628654666419
1210,0.0361095814838631,-0.0363084204196429,0.10986183359466306
1220,0.0359589429293954,-0.0364240600215971,0.11002397354403737
1230,0.0362082854096383,-0.0367994668909885,0.11021609383442055
1240,0.0368364639621368,-0.0373217534197058,0.11047070341484577
1250,0.0377102128381791,-0.0378364777305789,0.11082123365053986
1260,0.038600876495882,-0.0382736481676649,0.11119205482681815
1270,0.0393489252545877,-0.0384601497235803,0.11154994634971427
1280,0.0397834716519129,-0.0382988142955467,0.11182903967834301
1290,0.039831518715719,-0.0378017921000295,0.11190122809202085
1300,0.039474930238056,-0.0371362735081364,0.11178013161344769
1310,0.0389088359324557,-0.0364954536826018,0.11146725795155588
1320,0.0384668594785324,-0.0361039547677195,0.11106977782100014
1330,0.0383446418343462,-0.0361625666665293,0.11074804389925141
1340,0.0386219366732823,-0.0367600755427156,0.1105777314133638
1350,0.039204596896839,-0.0377249092657118,0.11056786409522523
1360,0.0398616650498044,-0.0387262963287008,0.11062081031312054
1370,0.0403417285667543,-0.0395362012313005,0.11067998013547609
1380,0.0404876622991603,-0.040041188869155,0.1106924646710925
1390,0.0402337148067802,-0.0403229383551211,0.11076140499665099
1400,0.0397207109115718,-0.0403862943528821,0.11090387856425243
1410,0.0392534724764337,-0.0402618123340515,0.11104939577965833
1420,0.0389503488047906,-0.0400431940898233,0.11123977397571583
1430,0.0388889757078007,-0.0397226775907294,0.11148233165245669
1440,0.0389242068166919,-0.0392297598998868,0.11163243550331625
1450,0.0390491924415731,-0.0385074902685476,0.11165270048794795
1460,0.039185147059579,-0.0377778522334475,0.11164293241583234
1470,0.0392167187288199,-0.0374215370923294,0.11163506933363276
1480,0.0392666167032965,-0.0376710938313331,0.11160258280600255
1490,0.0394662984728163,-0.0384839989677381,0.11155893803245753
1500,0.0397951474282916,-0.0395405430151067,0.11146783235544788
1510,0.0401145263327703,-0.0405435010647324,0.11143862151404704
1520,0.0402577287455061,-0.0412840312182863,0.11148215482954082
1530,0.0401872556177043,-0.0416549031404941,0.1114854847279112
1540,0.0399406961665759,-0.0416723831306201,0.1115036860806553
1550,0.0396322907162949,-0.0415120525017857,0.11146823286424512
1560,0.0394771690664424,-0.0413444690296147,0.1113452587431425
1570,0.0395202280882578,-0.04125975064607,0.11118919024556284
1580,0.0398496095074742,-0.0413233558119342,0.11104349490582122
1590,0.0403879872485693,-0.0415645294936787,0.11098868565386155
1600,0.0408376687130727,-0.0418745563497474,0.11108632776275318
1610,0.0410063327147433,-0.042151966251088,0.11114894563037314
1620,0.0409395800036244,-0.0422439066905349,0.1111434216960463
1630,0.040752014174458,-0.0421070373679849,0.11103979630911276
1640,0.0405674176714984,-0.04181760251196,0.11082433210455633
1650,0.0405311483345112,-0.0414391480143,0.1104932133694323
1660,0.0406302917057976,-0.0410783991449463,0.11011891440678045
1670,0.0408153022365722,-0.0408541419787604,0.10978124915849197
1680,0.0410659483097675,-0.0407405032034707,0.10946188554696068
1690,0.0411753803407657,-0.0406539753955556,0.10927254200806402
1700,0.0410072994054745,-0.0405511008217606,0.10926830928230968
1710,0.0407081721009454,-0.040506609127276,0.10932270563305746
1720,0.0404856415031286,-0.0406741123263003,0.10920376515452723
1730,0.0405676397919199,-0.0411603244832444,0.10892056086363855
1740,0.0410245899523492,-0.0419139723911942,0.10867404574830175
1750,0.0417086804537549,-0.0427014803540998,0.1086401409093698
1760,0.0423203691456134,-0.0431880773252941,0.10883812334610976
1770,0.0425883409788773,-0.0430777862885944,0.10915915089740391
1780,0.0424736236729153,-0.0423512421662159,0.10939433737417081
1790,0.0420747587913535,-0.0413669274672441,0.1095033620527226
1800,0.041647115956567,-0.040541614688914,0.10956097462830394
1810,0.0414643378625907,-0.0400635001155216,0.10968833375069575
1820,0.0416218642242415,-0.0397694933793833,0.1099372982425022
1830,0.0419249928402167,-0.0393666873997008,0.11015394808577206
1840,0.0421066339069316,-0.0387397624822865,0.11030738972744913
1850,0.0420083322012433,-0.0381078204862457,0.11043451840850338
1860,0.041748377411218,-0.0378491646858896,0.11049846144848452
1870,0.0416158757428554,-0.0381633823496076,0.11049533033625991
1880,0.0418704070034547,-0.0390475744446491,0.11043306608951475
1890,0.0426033953496871,-0.0402033067460283,0.1103951735828268
1900,0.0435436087782711,-0.041259903526161,0.11051125410655782
1910,0.0442499576637364,-0.0418973913246288,0.11078932131472286
1920,0.0443927120565236,-0.0419719261796905,0.11121322625474139
1930,0.0438828701673645,-0.0414833539535374,0.11164400095663662
1940,0.0429006016767532,-0.0405571401928494,0.11182642422776334
1950,0.0418480934629989,-0.0394674681952093,0.11167571863314585
1960,0.0410196391936854,-0.0386348760565099,0.11152663354692471
1970,0.0405823917073661,-0.03836971105749,0.11149107211872522
1980,0.0407604938183223,-0.0386200752226272,0.1114073403026512
1990,0.0414623887412503,-0.0391484967744446,0.11123426564036576
2000,0.0422645829448466,-0.0396595184285712,0.11104537210264143
2010,0.0429751749604482,-0.0399388282175095,0.11098073333533165
2020,0.0433254675950157,-0.0398823175680932,0.11115557296109468
2030,0.0432000441459752,-0.0394753211289086,0.11146290557850014
2040,0.0429334445986916,-0.0387560679772859,0.11175303049046637
2050,0.0426037980470779,-0.0378346196102435,0.11199275427770417
2060,0.0422043635855187,-0.0369350943415809,0.11216149233829231
2070,0.0418790078943829,-0.0362031545227119,0.11222873407705514
2080,0.041704740999433,-0.0357522507829061,0.11222326199213395
2090,0.0418104315130454,-0.0356610406347602,0.11228042375725433
2100,0.0422135403380493,-0.0358600820762507,0.11252196095281874
2110,0.0428429593912344,-0.0361536081767488,0.11287783293348674
2120,0.0435285972746937,-0.0362846211616398,0.11329457891616945
2130,0.044156803891223,-0.036075305532023,0.11374586326014224
2140,0.0445558244969892,-0.0355586795267723,0.11427395798628837
2150,0.0444989469933178,-0.0349054624105655,0.11484725519230832
2160,0.0440726985543982,-0.0342275500788114,0.11533402903916512
2170,0.0434782997506965,-0.0335802318860248,0.11568565972693001
2180,0.0430135405275287,-0.0330583785271435,0.11595088437054457
2190,0.0428567799946072,-0.0328372791637683,0.11625128204061053
2200,0.043042100043872,-0.0330148078746311,0.11669688963584912
2210,0.0434908026281301,-0.0335690987543196,0.11736494065160041
2220,0.0440838897122324,-0.0343326230503493,0.11815979772698348
2230,0.044687028445697,-0.0349489126631099,0.11891578640245815
2240,0.0450428151857903,-0.0351842936624524,0.11973822694243452
2250,0.044921794172511,-0.034990962258321,0.1207597856572864
2260,0.0444282868323213,-0.0344222483469912,0.12189744241426714
2270,0.0437413653927382,-0.0335762968183667,0.12311847336802195
2280,0.0430804178081994,-0.0326690938897498,0.12440498990170301
2290,0.0425760811254489,-0.0319865212708705,0.12578187740365276
2300,0.0421972131153671,-0.0316620909913749,0.12721839091780662
2310,0.0419635611895467,-0.0316001136350675,0.12863307100991417
2320,0.0419294817306156,-0.0316810640917428,0.1299714344177163
2330,0.0420621337512577,-0.0318742280627623,0.1314329079483736
2340,0.042240740325403,-0.0322692147481512,0.13324518447475286
2350,0.0424600136291831,-0.0327712046470462,0.13530836067149554
2360,0.0426530415494024,-0.0332926936393889,0.1374643763499046
2370,0.0428642899915949,-0.033799168048554,0.1396246757776316
2380,0.0431655366498087,-0.0342686618381718,0.14192561272382864
2390,0.0432996556878748,-0.0346412386811988,0.144480422944135
2400,0.0432639237429432,-0.0347561377809112,0.1471047674801076
2410,0.0432631714051672,-0.0345938832407191,0.149773417079194
2420,0.0434794996664022,-0.0342864925988363,0.15271150079534213
2430,0.0439379924834766,-0.0341029717111043,0.15598636876061933
2440,0.0445407193565115,-0.0341759737130064,0.15956374696528242
2450,0.0451335249201331,-0.0344502444559572,0.16343015401196315
2460,0.0456476736449821,-0.0347465388772864,0.16744283630091106
2470,0.0461226813085695,-0.0348508026168473,0.17155235263638913
2480,0.0462950441123926,-0.034539577103835,0.17586077190011107
2490,0.0462107106197843,-0.0338551391543518,0.18040432454478772
2500,0.0459686560954622,-0.0328622340289873,0.18507375766221834
2510,0.0457204263067827,-0.0316816602520364,0.18971036205354164
2520,0.0456489740759664,-0.0306113705151498,0.19431674965005286
2530,0.0459219708193506,-0.0299135264636948,0.1989943154985161
2540,0.0465156511719111,-0.0296445495552114,0.2038791864701328
2550,0.04719655202347,-0.0296899674349073,0.20904090595216385
2560,0.0477423094004055,-0.029766958519144,0.21427940118946776
2570,0.0480739365793223,-0.0296389551576309,0.21932760150242014
2580,0.0482059861420687,-0.029332178483992,0.224310627458848
2590,0.0482206204002869,-0.0290245471634666,0.22940826676846537
2600,0.0482015298321613,-0.0288908622529766,0.23464631511422773
2610,0.0481815003251677,-0.0287789528249003,0.2400170176602936
2620,0.0481193278912454,-0.0286422800891696,0.24557034498027175
2630,0.0480185009192678,-0.0284143118375102,0.2512107215224204
2640,0.0479614703682576,-0.0281003279010016,0.2568713100824387
2650,0.0479652987922655,-0.0277782266692066,0.26254259088660614
2660,0.0479613365359075,-0.0277215097284891,0.2682410731420344
2670,0.0478626574374905,-0.0282203131020841,0.2739268354489113
2680,0.0477622980119132,-0.0293610898164797,0.27958489180936663
2690,0.0477044309758887,-0.0309710360608743,0.28532427388167836
2700,0.0476202202951541,-0.0326985417973431,0.291193648514148
2710,0.0475199197093548,-0.0341759401729972,0.2971385737996659
2720,0.0473850386234661,-0.0352322523080026,0.3031353592638726
2730,0.0468971283300412,-0.0359905408811591,0.3090855802942807
2740,0.0463501036411393,-0.0365135934898583,0.31493883480395635
2750,0.0463159896976986,-0.0367232364344821,0.32104655400521676
2760,0.0464148535661276,-0.0365630687024836,0.3275771512048258
2770,0.046714296387252,-0.0358326922247883,0.33451331878954527
2780,0.0469255376047983,-0.0345145554230747,0.3415117823282938
2790,0.0467779771317824,-0.0329464079346832,0.3482460091811612
2800,0.0463428933059889,-0.0318046990965782,0.3546379860829534
2810,0.045829214784678,-0.0316031938954939,0.36085118622771706
2820,0.0453059677894474,-0.0323862786823691,0.3669875516177168
2830,0.0451075787981506,-0.0338343609947909,0.37285789640395617
2840,0.0455624779516276,-0.0356055177205669,0.37863914016315814
2850,0.0463375398802436,-0.0372865958141419,0.38462925557644034
2860,0.0473197401879653,-0.0384799388417248,0.39085615524037554
2870,0.0480954289296976,-0.0390290656022571,0.39709219697721565
2880,0.0482937318776681,-0.0390082475642378,0.4031664348700543
2890,0.0481459360683225,-0.0386992637856824,0.40910712141836747
2900,0.0475403198406179,-0.0384807128249357,0.41496545053469625
2910,0.0467122513541195,-0.0384845377079153,0.42044112455044313
2920,0.0462296995720408,-0.0386791383898919,0.4257660729645911
2930,0.0461463392368026,-0.0391029635666759,0.431076778881061
2940,0.0466936221594111,-0.0397828791425252,0.43651397039481665
2950,0.0476865313584723,-0.0407617399907704,0.4417711637991806
2960,0.0489048999780975,-0.041906441964413,0.44683945991302965
2970,0.0502531151744919,-0.0430220998840018,0.45193148227503954
2980,0.0513548017707378,-0.0440041972278781,0.4572098004037475
2990,0.0518786096237977,-0.0447686227951633,0.46287211593943933
3000,0.0516872094119349,-0.0451528149737764,0.46889232654844015
3010,0.0510024063547152,-0.045073555932483,0.47494110055482475
3020,0.0501042665801411,-0.0446814889020188,0.4810986343342103
3030,0.04919145412562,-0.0443078920620117,0.48751720961440137
3040,0.0487037429217448,-0.0442392584741321,0.4938784847846325
3050,0.0489118176363542,-0.0445933948119115,0.5002784444883299
3060,0.0496826196917689,-0.0451958348468093,0.5064990464162196
3070,0.050635456711984,-0.0455484431744592,0.5129144051990635
3080,0.0514385985923144,-0.0453214482529003,0.5194278369590162
3090,0.0517380602924351,-0.0445886525945138,0.5259320653290978
3100,0.0514676678368486,-0.0436830681310243,0.5324186325698075
3110,0.0508464924580836,-0.0429681913454767,0.5390613310171228
3120,0.049945389665018,-0.0427931368118955,0.5457207291639659
3130,0.0490503554248976,-0.0433266593053527,0.5523475532580582
3140,0.0485289811479562,-0.0446411812411907,0.558667887225246
3150,0.0486582700206601,-0.0465865860624689,0.5648890221204756
3160,0.0495037388016332,-0.0487127893494521,0.571090958244215
3170,0.0504883495256082,-0.0504611715837341,0.5774778607705073
3180,0.051087635195944,-0.0512718160072842,0.5841164969151755
3190,0.0508919559709418,-0.0509419575780667,0.5911113470740643
3200,0.0497436709676894,-0.0497074794169423,0.5986645036250824
3210,0.0480756643645503,-0.0482056884720247,0.6053665524869216
3220,0.0464144765080458,-0.0471722623168982,0.6123929368804735
3230,0.0452068418298623,-0.0471315428918856,0.6193677033164362
3240,0.0447755474623169,-0.0481341576951971,0.6255905665673285
3250,0.0452866951922323,-0.0497150272038739,0.6324969182948075
3260,0.0465045754891211,-0.0512722754797241,0.6387076005009975
3270,0.0478652737513255,-0.0524730286199122,0.6447859316411675
3280,0.0489945513180755,-0.0532570642864657,0.6510026771071082
3290,0.0495649158796129,-0.0537367371982968,0.657244575997658
3300,0.0494648525958622,-0.0539193207526094,0.6635763954531435
3310,0.048804445131639,-0.0538497481254877,0.6698115876437845
3320,0.0479149867313386,-0.0537018776573259,0.6757380210433848
3330,0.0471515500215363,-0.0537650571004502,0.6821667075028057
3340,0.046464268107814,-0.0544152463496541,0.6886613257595604
3350,0.0457823161204242,-0.0558503044491843,0.6942309022358519
3360,0.045458771007322,-0.0580472985056418,0.7003875286559245
3370,0.0456085848430682,-0.0608124067921372,0.7053541975228295
3380,0.0462906596285042,-0.064040080974075,0.7106378671015476
3390,0.0474595054380365,-0.0676929602900932,0.7147429848539915
3400,0.0490379014031532,-0.0715904389011254,0.7189392788189015
3410,0.0505617713729959,-0.0753803590170198,0.7233863570194878
3420,0.0518861149202014,-0.0786100751360213,0.7276242012800505
3430,0.0531142202900695,-0.0811029170478039,0.7326006554343998
3440,0.0539767558927252,-0.0829095026906886,0.7377663877407854
3450,0.0541991857245701,-0.084153276516036,0.7430456606337392
3460,0.0539179482417599,-0.084884364017489,0.74800440854241
3470,0.0534895767659565,-0.0850029280656613,0.7523724775826279
3480,0.0531560533739723,-0.0845352212817666,0.756273023756918
3490,0.0528289326706986,-0.0837865343690959,0.7601192331920772
3500,0.0525297935063237,-0.0831868989183812,0.7641510839125156
3510,0.052253272042096,-0.0830593222004711,0.7682207150373381
3520,0.0523446601968626,-0.0834343671454331,0.7719947781061394
3530,0.0528720509818732,-0.0841510476932867,0.7753842043831898
3540,0.0537780209441448,-0.08497265650727,0.7783896141560436
3550,0.0550396873536331,-0.0854692703055298,0.7810876555449657
3560,0.0562179878468541,-0.085096536442962,0.7836842434943336
3570,0.056914258448997,-0.0835052941384726,0.7862450786568318
3580,0.0569828867111197,-0.0807524151267625,0.787665246272995
3590,0.0564961939618557,-0.0773914448912257,0.7900966985640401
3600,0.0554594643263973,-0.0743466801742588,0.792631688619962
3610,0.0540932170635696,-0.0724615613492759,0.7951550000833332
3620,0.0529893929680649,-0.0720744272989788,0.7975100349467632
3630,0.052382434566661,-0.0730411050475069,0.7997368099959452
3640,0.0522737846253448,-0.0749431547612143,0.8019595299524256
3650,0.0527354672101478,-0.0772259498246622,0.8042523238899832
3660,0.0536778310834348,-0.0792563991244535,0.8065836196105205
3670,0.0548336097769587,-0.0805616705663734,0.8090281281992726
3680,0.0556917240451373,-0.0810176756595136,0.8118754359537408
3690,0.0558395053762526,-0.0808081001807243,0.815242132294776
3700,0.0551717208241452,-0.0802818945781258,0.8188927766006495
3710,0.0540230013847453,-0.0796791746702832,0.8224665699146652
3720,0.0526849443908543,-0.0791021238349056,0.8259000402197381
3730,0.0514599993551589,-0.0784522286626313,0.8293068490636135
3740,0.0507027932345944,-0.0776233756053523,0.8329031698370875
3750,0.050477896685829,-0.0766193862103614,0.8352403726008952
3760,0.0507974220092848,-0.0755050996057908,0.8391554063673965
3770,0.0510793273488816,-0.0742997251040846,0.8434610300917766
3780,0.050841235364075,-0.072961161514272,0.8480742795258132
3790,0.0500819258219565,-0.0714501946478748,0.8525780176284852
3800,0.0489177066773805,-0.0698573135528694,0.8570258535825865
3810,0.0475630562582805,-0.068501599474438,0.8615744180627907
3820,0.0464533059814281,-0.0674888410790969,0.8660268372341164
3830,0.0459461164207405,-0.0668468460544986,0.870307505320036
3840,0.0460626252742774,-0.0666503160845955,0.8743191937154826
3850,0.0469613969765325,-0.0670653001959026,0.8780486090324189
3860,0.048545948231804,-0.0679690914618046,0.8815891184287921
3870,0.0504166751849881,-0.0688237284743974,0.8852671931629654
3880,0.0518640368464277,-0.0690414145014048,0.889173386331624
3890,0.0523741979788597,-0.068308929513618,0.8932456364365615
3900,0.0518402191113227,-0.0666504546332593,0.8974715064129715
3910,0.0502903286658303,-0.0644703842454515,0.9018722448991872
3920,0.0480533853571408,-0.0623304563985502,0.9063137613486596
3930,0.0458005179389198,-0.0606033148409721,0.9105176672235995
3940,0.0442830255755193,-0.0594384054954283,0.9145113683318185
3950,0.0437370902942316,-0.0588755537992082,0.9184854477290418
3960,0.0442960530172144,-0.0588818393900199,0.9228325997742495
3970,0.0455263567497203,-0.0593084695683066,0.9278129493354541
3980,0.0467933131930344,-0.0599439746638532,0.9330277771656412
3990,0.0477122571639955,-0.0605379271098718,0.938099456669014
4000,0.0480954191860458,-0.0608817132995245,0.9429250725461369
4010,0.0479743189377465,-0.0608157783480924,0.9475356472707626
4020,0.047497316904044,-0.0602033520857381,0.9520881878079104
4030,0.0467134306095824,-0.0592026929424529,0.9566542549929924
4040,0.0459782753155008,-0.0581775591041139,0.9609807514871651
4050,0.0456853645697368,-0.0574834180699613,0.9649128185355966
4060,0.0459100087941619,-0.0573871398744577,0.9686899723997984
4070,0.0466409910648333,-0.0578918758795345,0.9724839471069222
4080,0.0479194219909853,-0.0586986125562045,0.9761945787487782
4090,0.049652843837741,-0.0593276515304019,0.9800466081870045
4100,0.051459701245148,-0.0595301660612959,0.9844456764068799
4110,0.0530714866908518,-0.059367213128392,0.9890862168691994
4120,0.0546240345899285,-0.0590860994528163,0.9933353941564151
4130,0.0562577566225116,-0.0590031440258195,0.9970825913715622
4140,0.0579469409422081,-0.0592902738408213,1.0006480513282217
4150,0.0596427305229763,-0.0599607959760655,1.004134773814478
4160,0.0613834858209271,-0.0608169533426907,1.0074048486170684
4170,0.063283382875591,-0.0615944346040853,1.0106460295168933
4180,0.0651043052776462,-0.0621307200696445,1.013979890271706
4190,0.0667791805384989,-0.0623620640777924,1.0171765915102728
4200,0.0683968160624914,-0.0624349399918831,1.0200653089569585
4210,0.0699504026003539,-0.0626709208299965,1.0228236939239466
4220,0.0713757824887586,-0.0635153630265879,1.0257023815477329
4230,0.0726766270345064,-0.0651797538139015,1.0286343450267594
4240,0.0742519990714952,-0.0672931574087378,1.0316394014809784
4250,0.0763871236430789,-0.0691834970292964,1.0347697121241204
4260,0.0793264491249808,-0.0703483036765527,1.0379489399667516
4270,0.0828939190171154,-0.0706070508293322,1.0413956671421705
4280,0.0864501120004251,-0.0699831269115402,1.0452304372043502
4290,0.0893336272018552,-0.0687192358001938,1.049234815021589
4300,0.0914650918036744,-0.0672628105484898,1.0530979365172168
4310,0.0933389362807752,-0.0661032954786839,1.0566479710166377
4320,0.0956469859565226,-0.065718154024319,1.0599236387813313
4330,0.098648540216489,-0.0660196412867453,1.0632534919405057
4340,0.101934817804246,-0.066457568384477,1.0669959362576913
4350,0.1044146834917874,-0.0665139491443141,1.0714020219859028
4360,0.1050418178421213,-0.0660696691782459,1.0761892974833849
4370,0.103651001427759,-0.0654526772483363,1.0806761846420567
4380,0.100879920899277,-0.0653311355347603,1.0843785236632701
4390,0.0978059232050551,-0.0663273827469742,1.0875142066273842
4400,0.0954039145329494,-0.0685799948671405,1.0906155068601997
4410,0.0943937998488777,-0.0717562280248109,1.0939628169613318
4420,0.0948999065997036,-0.0751294800137025,1.097519347481036
4430,0.0967787546149845,-0.0778045298383935,1.1011712336394792
4440,0.0994141418166958,-0.0793367548432083,1.1050731090945813
4450,0.1017506808964919,-0.0798167495230167,1.1094636285934572
4460,0.1031621059471379,-0.0795995690062059,1.1140296333656394
4470,0.1035152535812839,-0.0790185200720913,1.1183902767334528
4480,0.1029293393993836,-0.0783662615811226,1.1223921111555466
4490,0.102068298808467,-0.0778436440527153,1.126060707954668
4500,0.1015229151305423,-0.0775749747435248,1.1295189266953436
4510,0.1017319962513907,-0.0772853965757102,1.1330690408406836
4520,0.1025809301309446,-0.0764921362124482,1.1369753592835021
4530,0.1035906747903912,-0.0748576848137397,1.1413003211588757
4540,0.1042992762726026,-0.0724143886367391,1.1456932301111635
4550,0.1044608941630217,-0.0696424916054525,1.1497325366393838
4560,0.1042256851362643,-0.0672679852429957,1.153210513582243
